Movie ID,Movie Name,Movie Name CAP,Movei Year,Join Channel,Video Link,Video Review 01,Link to Other Channel,Count,Published Date (Timestamp),Clean ID,Text String
TELE_MOVIE_CHMYA_020,Abigail,ABIGAIL,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/410,https://t.me/tvchannelp/375,,3,45190.60587,26,Name: Abigail# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/410@
TELE_MOVIE_CHMYA_022,Abulele,ABULELE,2015,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/509,https://t.me/tvchannelp/488,,3,45202.4191,28,Name: Abulele# Year: 2015# Telegram Video Link: https://t.me/c/1968878324/509@
TELE_MOVIE_CHMYA_023,Adipurush,ADIPURUSH,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/169,https://t.me/tvchannelp/160,,3,45150.50897,29,Name: Adipurush# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/169@
TELE_MOVIE_CHMYA_024,After Earth,AFTER EARTH,2013,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/211,https://t.me/tvchannelp/199,,3,45159.71157,30,Name: After Earth# Year: 2013# Telegram Video Link: https://t.me/c/1968878324/211@
TELE_MOVIE_CHMYA_025,After the Sunset,AFTER THE SUNSET,2004,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/364,https://t.me/tvchannelp/333,,3,45184.67852,31,Name: After the Sunset# Year: 2004# Telegram Video Link: https://t.me/c/1968878324/364@
TELE_MOVIE_CHMYA_130,Feast,FEAST,2005,,,,https://t.me/horrormmsub0/109,1,45219.55535,138,Name: Feast# Year: 2005# Telegram Video Link: @
TELE_MOVIE_CHMYA_027,Agilan,AGILAN,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/63,https://t.me/tvchannelp/62,,3,45113.39176,33,Name: Agilan# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/63@
TELE_MOVIE_CHMYA_028,Aladdin,ALADDIN,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/110,https://t.me/tvchannelp/102,,3,45131.68015,34,Name: Aladdin# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/110@
TELE_MOVIE_CHMYA_411,The Cave,THE CAVE,2005,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/48The Cave (2005),,,2,45106.57728,431,Name: The Cave# Year: 2005# Telegram Video Link: https://t.me/c/1968878324/48The Cave (2005)@
TELE_MOVIE_CHMYA_029,Alive,ALIVE,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/440,https://t.me/tvchannelp/411,,3,45193.64194,35,Name: Alive# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/440@
TELE_MOVIE_CHMYA_030,Alone,ALONE,2015,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/234,https://t.me/tvchannelp/220,,3,45164.65501,36,Name: Alone# Year: 2015# Telegram Video Link: https://t.me/c/1968878324/234@
TELE_MOVIE_CHMYA_031,Always,ALWAYS,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/297,https://t.me/tvchannelp/273,,3,45173.34269,37,Name: Always# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/297@
TELE_MOVIE_CHMYA_305,Perfect Creature,PERFECT CREATURE,2006,,,,https://t.me/horrormmsub0/79,1,45210.71146,323,Name: Perfect Creature# Year: 2006# Telegram Video Link: @
TELE_MOVIE_CHMYA_374,Slither,SLITHER,2006,,,,https://t.me/horrormmsub0/71,1,45207.93755,393,Name: Slither# Year: 2006# Telegram Video Link: @
TELE_MOVIE_CHMYA_035,Animal World,ANIMAL WORLD,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/474,https://t.me/tvchannelp/450,,3,45197.55127,41,Name: Animal World# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/474@
TELE_MOVIE_CHMYA_036,Apocalypto,APOCALYPTO,2006,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/345,https://t.me/tvchannelp/310,,3,45180.85751,42,Name: Apocalypto# Year: 2006# Telegram Video Link: https://t.me/c/1968878324/345@
TELE_MOVIE_CHMYA_037,Arachnophobia,ARACHNOPHOBIA,1990,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/669,https://t.me/tvchannelp/635,,3,45222.41214,43,Name: Arachnophobia# Year: 1990# Telegram Video Link: https://t.me/c/1968878324/669@
TELE_MOVIE_CHMYA_062,Body 19,BODY 19,2007,,,,https://t.me/horrormmsub0/69,1,45207.42178,2,Name: Body 19# Year: 2007# Telegram Video Link: @
TELE_MOVIE_CHMYA_038,Army Of One,ARMY OF ONE,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/147,https://t.me/tvchannelp/140,,3,45147.35079,44,Name: Army Of One# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/147@
TELE_MOVIE_CHMYA_039,Arrival,ARRIVAL,2016,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/278,https://t.me/tvchannelp/259,,3,45170.6577,45,Name: Arrival# Year: 2016# Telegram Video Link: https://t.me/c/1968878324/278@
TELE_MOVIE_CHMYA_041,Ashfall,ASHFALL,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/132,https://t.me/tvchannelp/125,,3,45143.42541,47,Name: Ashfall# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/132@
TELE_MOVIE_CHMYA_042,Attack of the Unknown,ATTACK OF THE UNKNOWN,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/213,https://t.me/tvchannelp/201,,3,45160.58263,48,Name: Attack of the Unknown# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/213@
TELE_MOVIE_CHMYA_044,Attraction,ATTRACTION,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/654,https://t.me/tvchannelp/622,,3,45220.84715,50,Name: Attraction# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/654@
TELE_MOVIE_CHMYA_045,August 16 1947,AUGUST 16 1947,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/62,https://t.me/tvchannelp/61,,3,45111.65345,51,Name: August 16 1947# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/62@
TELE_MOVIE_CHMYA_046,Avatar: The Way of Water,AVATAR: THE WAY OF WATER,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/287,https://t.me/tvchannelp/268,,3,45172.74565,52,Name: Avatar: The Way of Water# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/287@
TELE_MOVIE_CHMYA_047,A-X-L,A-X-L,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/360,https://t.me/tvchannelp/329,,3,45183.92376,53,Name: A-X-L# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/360@
TELE_MOVIE_CHMYA_048,Baaghi 2,BAAGHI 2,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/481,https://t.me/tvchannelp/456,,3,45198.27498,55,Name: Baaghi 2# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/481@
TELE_MOVIE_CHMYA_049,Baby Day Out,BABY DAY OUT,1994,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/122,https://t.me/tvchannelp/115,,3,45139.68427,56,Name: Baby Day Out# Year: 1994# Telegram Video Link: https://t.me/c/1968878324/122@
TELE_MOVIE_CHMYA_050,Backcountry,BACKCOUNTRY,2014,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/554,https://t.me/tvchannelp/541,,3,45211.56931,57,Name: Backcountry# Year: 2014# Telegram Video Link: https://t.me/c/1968878324/554@
TELE_MOVIE_CHMYA_051,Bank Chor,BANK CHOR,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/183,https://t.me/tvchannelp/174,,3,45152.87384,58,Name: Bank Chor# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/183@
TELE_MOVIE_CHMYA_052,Bay Watch,BAY WATCH,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/117,https://t.me/tvchannelp/108,,3,45137.76854,59,Name: Bay Watch# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/117@
TELE_MOVIE_CHMYA_053,Belle and Sebastien: The New Generation,BELLE AND SEBASTIEN: THE NEW GENERATION,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/499,https://t.me/tvchannelp/478,,3,45201.44628,60,Name: Belle and Sebastien: The New Generation# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/499@
TELE_MOVIE_CHMYA_055,Bethany,BETHANY,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/219,https://t.me/tvchannelp/207,,3,45161.6636,62,Name: Bethany# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/219@
TELE_MOVIE_CHMYA_056,Bholaa,BHOLAA,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/37,https://t.me/tvchannelp/36,,3,45101.9116,63,Name: Bholaa# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/37@
TELE_MOVIE_CHMYA_057,Blade Runner,BLADE RUNNER,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/201,https://t.me/tvchannelp/190,,3,45157.4091,64,Name: Blade Runner# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/201@
TELE_MOVIE_CHMYA_059,Blood Red Sky,BLOOD RED SKY,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/501,https://t.me/tvchannelp/480,,3,45201.44924,66,Name: Blood Red Sky# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/501@
TELE_MOVIE_CHMYA_060,Blurr,BLURR,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/228,https://t.me/tvchannelp/216,,3,45163.68148,68,Name: Blurr# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/228@
TELE_MOVIE_CHMYA_061,Bodies at Rest,BODIES AT REST,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/323,https://t.me/tvchannelp/292,,3,45176.82941,69,Name: Bodies at Rest# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/323@
TELE_MOVIE_CHMYA_040,Arundhati,ARUNDHATI,2009,,,,https://t.me/horrormmsub0/36,1,45197.63193,46,Name: Arundhati# Year: 2009# Telegram Video Link: @
TELE_MOVIE_CHMYA_063,Bodyguards and Assassins,BODYGUARDS AND ASSASSINS,2009,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/638,https://t.me/tvchannelp/607,,3,45219.55353,70,Name: Bodyguards and Assassins# Year: 2009# Telegram Video Link: https://t.me/c/1968878324/638@
TELE_MOVIE_CHMYA_064,Born To Fly,BORN TO FLY,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/29,https://t.me/tvchannelp/28,,3,45099.45419,71,Name: Born To Fly# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/29@
TELE_MOVIE_CHMYA_065,Brahmastra Part One: Shiva,BRAHMASTRA PART ONE: SHIVA,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/301,https://t.me/tvchannelp/277,,3,45174.51779,72,Name: Brahmastra Part One: Shiva# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/301@
TELE_MOVIE_CHMYA_066,Bypass Road,BYPASS ROAD,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/174,https://t.me/tvchannelp/165,,3,45151.44696,73,Name: Bypass Road# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/174@
TELE_MOVIE_CHMYA_067,Carnifex,CARNIFEX,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/284,https://t.me/tvchannelp/265,,3,45171.47918,74,Name: Carnifex# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/284@
TELE_MOVIE_CHMYA_068,Catch Me If You Can,CATCH ME IF YOU CAN,2002,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/377,https://t.me/tvchannelp/346,,3,45187.45282,75,Name: Catch Me If You Can# Year: 2002# Telegram Video Link: https://t.me/c/1968878324/377@
TELE_MOVIE_CHMYA_069,Centurion,CENTURION,2010,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/357,https://t.me/tvchannelp/327,,3,45183.30632,76,Name: Centurion# Year: 2010# Telegram Video Link: https://t.me/c/1968878324/357@
TELE_MOVIE_CHMYA_070,Champion,CHAMPION,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/433,https://t.me/tvchannelp/406,,3,45192.7187,77,Name: Champion# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/433@
TELE_MOVIE_CHMYA_071,Chaw,CHAW,2009,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/456,https://t.me/tvchannelp/426,,3,45195.28407,78,Name: Chaw# Year: 2009# Telegram Video Link: https://t.me/c/1968878324/456@
TELE_MOVIE_CHMYA_072,Children,CHILDREN,2011,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/539,https://t.me/tvchannelp/524,,3,45210.36373,588,Name: Children# Year: 2011# Telegram Video Link: https://t.me/c/1968878324/539@
TELE_MOVIE_CHMYA_073,Chinese Doctors,CHINESE DOCTORS,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/650,https://t.me/tvchannelp/618,,3,45220.82288,79,Name: Chinese Doctors# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/650@
TELE_MOVIE_CHMYA_075,City Of Ember,CITY OF EMBER,2008,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/128,https://t.me/tvchannelp/121,,3,45141.69205,81,Name: City Of Ember# Year: 2008# Telegram Video Link: https://t.me/c/1968878324/128@
TELE_MOVIE_CHMYA_076,Civet Cat For Crown Prince,CIVET CAT FOR CROWN PRINCE,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/437,https://t.me/tvchannelp/409,,3,45193.63701,82,Name: Civet Cat For Crown Prince# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/437@
TELE_MOVIE_CHMYA_077,CJ 7,CJ 7,2008,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/197,https://t.me/tvchannelp/187,,3,45155.68966,83,Name: CJ 7# Year: 2008# Telegram Video Link: https://t.me/c/1968878324/197@
TELE_MOVIE_CHMYA_080,Collateral Damage,COLLATERAL DAMAGE,2002,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/370,https://t.me/tvchannelp/339,,3,45185.96056,86,Name: Collateral Damage# Year: 2002# Telegram Video Link: https://t.me/c/1968878324/370@
TELE_MOVIE_CHMYA_081,Collective Invention,COLLECTIVE INVENTION,2015,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/173,https://t.me/tvchannelp/164,,3,45151.44343,87,Name: Collective Invention# Year: 2015# Telegram Video Link: https://t.me/c/1968878324/173@
TELE_MOVIE_CHMYA_082,Collectors,COLLECTORS,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/513,https://t.me/tvchannelp/495,,3,45202.72984,88,Name: Collectors# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/513@
TELE_MOVIE_CHMYA_083,Colossal,COLOSSAL,2016,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/123,https://t.me/tvchannelp/116,,3,45139.68546,89,Name: Colossal# Year: 2016# Telegram Video Link: https://t.me/c/1968878324/123@
TELE_MOVIE_CHMYA_084,Comic Girl Squad,COMIC GIRL SQUAD,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/625,https://t.me/tvchannelp/597,,3,45218.51627,90,Name: Comic Girl Squad# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/625@
TELE_MOVIE_CHMYA_085,Conan the Barbarian,CONAN THE BARBARIAN,2011,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/226,https://t.me/tvchannelp/214,,3,45163.52229,91,Name: Conan the Barbarian# Year: 2011# Telegram Video Link: https://t.me/c/1968878324/226@
TELE_MOVIE_CHMYA_087,Creed III,CREED III,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/14,https://t.me/tvchannelp/14,,3,45092.96156,93,Name: Creed III# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/14@
TELE_MOVIE_CHMYA_088,Crimes of the Future,CRIMES OF THE FUTURE,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/478,https://t.me/tvchannelp/454,,3,45197.62481,94,Name: Crimes of the Future# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/478@
TELE_MOVIE_CHMYA_089,Crocodlie Island,CROCODLIE ISLAND,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/90,https://t.me/tvchannelp/81,,3,45121.51034,95,Name: Crocodlie Island# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/90@
TELE_MOVIE_CHMYA_508,The Ward,THE WARD,2010,,,,https://t.me/horrormmsub0/107,1,45215.49529,589,Name: The Ward# Year: 2010# Telegram Video Link: @
TELE_MOVIE_CHMYA_021,ABSENTIA,ABSENTIA,2011,,,,https://t.me/horrormmsub0/14,1,45193.66513,27,Name: ABSENTIA# Year: 2011# Telegram Video Link: @
TELE_MOVIE_CHMYA_090,Crowns Zero,CROWNS ZERO,2007,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/675,https://t.me/tvchannelp/640,,3,45223.37918,96,Name: Crowns Zero# Year: 2007# Telegram Video Link: https://t.me/c/1968878324/675@
TELE_MOVIE_CHMYA_094,Daybreakers,DAYBREAKERS,2009,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/125,https://t.me/tvchannelp/118,,3,45141.68851,101,Name: Daybreakers# Year: 2009# Telegram Video Link: https://t.me/c/1968878324/125@
TELE_MOVIE_CHMYA_095,Death Count,DEATH COUNT,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/565,https://t.me/tvchannelp/554,,3,45213.40581,102,Name: Death Count# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/565@
TELE_MOVIE_CHMYA_176,Husk,HUSK,2011,,,,https://t.me/horrormmsub0/117,1,45220.38861,190,Name: Husk# Year: 2011# Telegram Video Link: @
TELE_MOVIE_CHMYA_097,Death Note,DEATH NOTE,2006,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/267,https://t.me/tvchannelp/253,,3,45169.66825,104,Name: Death Note# Year: 2006# Telegram Video Link: https://t.me/c/1968878324/267@
TELE_MOVIE_CHMYA_098,Delta,DELTA,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/232,https://t.me/tvchannelp/218,,3,45164.62037,105,Name: Delta# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/232@
TELE_MOVIE_CHMYA_099,Demolition Man,DEMOLITION MAN,1993,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/166,https://t.me/tvchannelp/157,,3,45149.61046,106,Name: Demolition Man# Year: 1993# Telegram Video Link: https://t.me/c/1968878324/166@
TELE_MOVIE_CHMYA_100,Detective Dee,DETECTIVE DEE,2010,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/319,https://t.me/tvchannelp/288,,3,45176.75172,109,Name: Detective Dee# Year: 2010# Telegram Video Link: https://t.me/c/1968878324/319@
TELE_MOVIE_CHMYA_102,Detective Dee: The Four Heavenly Kings,DETECTIVE DEE: THE FOUR HEAVENLY KINGS,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/321,https://t.me/tvchannelp/290,,3,45176.82638,110,Name: Detective Dee: The Four Heavenly Kings# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/321@
TELE_MOVIE_CHMYA_103,Detective vs Sleuths,DETECTIVE VS SLEUTHS,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/401,https://t.me/tvchannelp/366,,3,45189.65492,111,Name: Detective vs Sleuths# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/401@
TELE_MOVIE_CHMYA_104,Dhaakad,DHAAKAD,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/26,https://t.me/tvchannelp/25,,3,45098.50052,112,Name: Dhaakad# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/26@
TELE_MOVIE_CHMYA_105,Disenchanted,DISENCHANTED,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/342,https://t.me/tvchannelp/306,,3,45179.89744,113,Name: Disenchanted# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/342@
TELE_MOVIE_CHMYA_108,Double World,DOUBLE WORLD,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/254,https://t.me/tvchannelp/245,,3,45168.59097,116,Name: Double World# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/254@
TELE_MOVIE_CHMYA_110,Drag Me to Hell,DRAG ME TO HELL,2009,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/235,https://t.me/tvchannelp/221,,3,45164.65689,118,Name: Drag Me to Hell# Year: 2009# Telegram Video Link: https://t.me/c/1968878324/235@
TELE_MOVIE_CHMYA_111,Drive Angry,DRIVE ANGRY,2011,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/178,https://t.me/tvchannelp/169,,3,45152.83999,119,Name: Drive Angry# Year: 2011# Telegram Video Link: https://t.me/c/1968878324/178@
TELE_MOVIE_CHMYA_112,Duelist,DUELIST,2005,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/530,https://t.me/tvchannelp/517,,3,45207.93563,120,Name: Duelist# Year: 2005# Telegram Video Link: https://t.me/c/1968878324/530@
